id,source_id,dataset,graph,strategy,provenance,tier,n_ann,label,prop,original_entity,perturbed_form,augmented_question,assigned_annotators
cypherbench:2097,d5a5ebbd-93da-4721-a6f6-72d2eb6cff42,cypherbench,politics,abbrev,llm,1-census,2,PoliticalParty,name,Union of Democrats for the Republic,UDR,"What are the names of countries that have diplomatic relations with countries where the UDR is active, and how many such countries does each of them have relations with?",A;B
zograscope:1130,3822,zograscope,pole,abbrev,llm,1-census,2,Officer,rank,Police Constable,PC,What are the locations of Jacobs family residences that PCs have investigated as crime locations?,A;C
mindthequery:193,Complex_Retrieval_test:41,mindthequery,covid,typo,algorithmic,2-sample,1,Person,healthstatus,Sick,Sikc,Retrieve the names of all 'Sikc' persons who have visited more than one place and return the names of the persons along with the count of places they visited.,E
zograscope:534,560,zograscope,pole,partial,algorithmic,2-sample,1,Location,address,68 Wilmslow Road,68 Wilmslow,What is the first date a crime happened at 68 Wilmslow and was looked into by an officer with last name Jeanel?,A
cypherbench:1977,257760f2-0100-437e-aa69-7f2824f3ccb6,cypherbench,politics,alias,attested,1-sample,2,PoliticalParty,name,Social Republican Party,Parti social républicain,"What are the names of positions held by politicians who have headed the Parti social républicain, and how many such politicians have held each position?",A;D
cypherbench:1842,f122bc75-dd26-4d3c-aeb7-f3a0eb60e9b3,cypherbench,politics,partial,algorithmic,2-sample,2,,,United People's Party,Party,How many politicians are either members of the Party or have served as the head of government in Poland at some point?,A;E
cypherbench:911,ff3a6f58-d65f-4a2d-a396-46f6124910a3,cypherbench,company,abbrev,llm,1-census,2,Company,name,Marvel Entertainment,Marvel,What are the names of companies that are subsidiaries of Marvel or have Marvel Music as a subsidiary?,B;C
zograscope:920,2903,zograscope,pole,abbrev,llm,1-census,2,Person,surname,Ford,FoMoCo,How many emails do people have that know the phone number of a person with the surname FoMoCo?,B;D
cypherbench:796,e74576fb-26f3-4047-99b2-e283654fcdc5,cypherbench,company,abbrev,llm,1-census,2,Company,name,Sirius XM,SiriusXM,"Who are the founders of companies that are subsidiaries of SiriusXM, and how many such companies did each person found?",B;E
cypherbench:198,65eb9ed3-3ad2-4438-99fe-76f8fbbdc1d4,cypherbench,nba,partial,algorithmic,2-sample,1,Team,name,Houston Rockets,Houston,What are the names of players who either play as shooting guards or were drafted by the Houston?,B
mindthequery:512,Complex_Retrieval_test:201,mindthequery,er,abbrev,llm,1-census,2,User,state,Ohio,OH,Identify users from 'OH' who have watched movies of the 'Comedy' genre. Return the user's email and the titles of the movies.,C;D
mindthequery:728,Complex_Aggregation_test:214,mindthequery,healthcare,abbrev,llm,1-census,2,Reaction,description,White blood cell count increased,WBC increased,"For each manufacturer, calculate the number of cases they registered where the patient's gender was 'F' and the case involved a reaction described as 'WBC increased'.",C;E
cypherbench:949,f3eac1ef-e7dc-4f69-a9f0-e897941ee7df,cypherbench,company,casing,algorithmic,2-sample,2,Company,name,Gazprom,GAZPROM,"What are the names of all companies that are subsidiaries of GAZPROM, and how many countries is each of them based in?",D;E
cypherbench:2103,121fd0f9-c6b4-4588-b55f-d96554d020e1,cypherbench,politics,alias,attested,1-sample,2,Politician,name,Barack Obama,Barak Obama,Which countries have had Barak Obama as their head of government at some point in time?,A;B
mindthequery:555,Complex_Aggregation_test:21,mindthequery,healthcare,alias,llm,1-census,2,Drug,name,BETAMETHASONE,Celestone,"What are the top 3 most frequent routes of administration for 'Celestone' as a primary suspect drug, and how many cases are associated with each route?",A;C
cypherbench:538,d17121c1-6577-4d89-92f7-bc135c8099aa,cypherbench,fictional_character,alias,llm,1-census,2,Organization,name,Defenders,The Non-Team,"List the names of characters who are mothers of members of the Non-Team, and for each of those characters, provide the number of The Non-Team who are their children.",A;D
cypherbench:2023,4467c244-db93-49d7-9f2f-e62a3fbec059,cypherbench,politics,alias,attested,1-sample,2,PoliticalParty,name,Zimbabwe African National Union – Ndonga,ZANU Mwenje,"What are the names of international organizations that include countries where the ZANU Mwenje operates, and how many such countries are members of each organization?",A;E
cypherbench:234,a657a788-c2d4-4eb0-aeac-066c20685ad8,cypherbench,nba,abbrev,llm,1-census,2,Position,name,power forward,PF,What are the names of PFs who have won the Princess of Asturias Award for Sports and attended Lausanne Collegiate School?,B;C
cypherbench:1378,6730731a-1913-4c86-8e1f-fb6b0dfd290f,cypherbench,geography,abbrev,attested,1-sample,2,,,People's Republic of China,RPC,How many lakes are either located in the RPC or have the Xiang River flowing into them?,B;D
cypherbench:940,95808a43-4615-4ef8-9c34-77228ca5a42f,cypherbench,company,abbrev,attested,1-sample,2,Company,name,Hewlett Packard Enterprise,HPE,Who are the individuals who have served as both CEO and board member of HPE at any time?,B;E
zograscope:831,4505,zograscope,pole,partial,algorithmic,2-sample,2,Location,address,132 Phipps Street,Phipps Street,Who is the Ford that knows the phone number of a resident at Phipps Street?,C;D
mindthequery:1130,Complex_Retrieval_test:118,mindthequery,wwc,partial,algorithmic,2-sample,2,Tournament,name,China PR 1991,PR 1991,Retrieve the names of all teams that participated in the 'PR 1991' tournament and also played in matches where the stage was 'First Stage'.,C;E
cypherbench:278,f9b15e37-16ee-4ee6-af62-aea2d8d5f1e0,cypherbench,flight_accident,alias,attested,1-sample,2,AircraftModel,name,MD-80 family,McDonnell Douglas DC-9 Super 80,What is the wingspan in meters of the McDonnell Douglas DC-9 Super 80 aircraft model?,D;E
mindthequery:828,Complex_Retrieval_test:100,mindthequery,healthcare,alias,llm,1-census,2,Drug,name,THALOMID,thalidomide,Find all cases where the drug 'thalidomide' is listed as a primary suspect and the patient's age group is 'Elderly'. Return the primary IDs of these cases.,A;B
mindthequery:1127,Complex_Retrieval_test:114,mindthequery,wwc,alias,llm,1-census,2,Team,name,England,the Lionesses,"Find all tournaments in which the team 'the Lionesses' played, and for each tournament, list the dates of the matches 'the Lionesses' participated in.",A;C
cypherbench:1375,f6157759-8160-4503-aaa1-8ba09b6d5d20,cypherbench,geography,abbrev,attested,1-sample,2,,,People's Republic of China,CN,What is the name of the shortest river that flows into a lake located in the CN?,A;D
mindthequery:176,Complex_Retrieval_test:23,mindthequery,covid,casing,algorithmic,2-sample,2,Person,healthstatus,Sick,sick,Find the average duration in seconds of visits made by people with 'sick' healthstatus to places of type 'Hospital'.,A;E
mindthequery:865,Complex_Retrieval_test:140,mindthequery,healthcare,abbrev,llm,1-census,2,Drug,name,POLYETHYLENE GLYCOL,PEG,Find cases where the patient's age is above 60 and the drug 'PEG' is listed as a primary suspect. Return the case's primary ID and the reporter's occupation.,B;C
cypherbench:630,ca5ab01f-8f64-48bc-b703-11dc21d93a9f,cypherbench,fictional_character,abbrev,llm,1-census,2,Organization,name,Future Foundation,FF,What are the unique countries of citizenship of fathers of members of the FF?,B;D
cypherbench:1748,2a244053-2804-40a5-b674-945677109f37,cypherbench,movie,casing,algorithmic,2-sample,2,FilmSeries,name,Alien,ALIEN,"List the names of all movies that are part of the ALIEN series, along with the number of genres each movie belongs to.",B;E
mindthequery:1216,Complex_Retrieval_test:217,mindthequery,wwc,alias,llm,1-census,2,Team,name,Korea DPR,North Korea,Find all people who represent a team named 'North Korea' and played in matches that occurred on '2019-06-20'. Return the names of these people.,C;D
cypherbench:1191,91e2c425-8006-4153-8199-1eb159a6ded2,cypherbench,geography,partial,algorithmic,2-sample,2,DrainageBasin,name,Tobol basin,Tobol,How many rivers are either part of the Tobol or flow into the Netva?,C;E
cypherbench:648,8f864053-f6f8-4bc8-9b5b-bce2fa915abc,cypherbench,fictional_character,alias,attested,1-sample,2,Character,name,Guan Yin,Kwun Yam,What are the names and birth names of students taught by Kwun Yam?,D;E
mindthequery:901,Complex_Retrieval_test:180,mindthequery,healthcare,alias,llm,1-census,2,Drug,primarySubstabce,DIPHENHYDRAMINE HYDROCHLORIDE,Benadryl,Find all cases where 'Benadryl' is a primary suspect and the case resulted in 'Other Serious (Important Medical Event)'. Return the case's primary ID and the event date.,A;B
mindthequery:661,Complex_Aggregation_test:140,mindthequery,healthcare,alias,llm,1-census,2,Outcome,outcome,Death,passing,"What is the average age of cases that resulted in 'passing', grouped by the gender of the patient, and what is the total number of cases for each gender?",A;C
zograscope:1061,3836,zograscope,pole,typo,algorithmic,2-sample,2,Person,surname,Cooper,Coopr,Who are the individuals not living alone who know someone with last name Coopr residing in the area with postal code BL5 2RN?,A;D
cypherbench:958,ea38815f-8cbd-480f-8e06-719473ca815c,cypherbench,company,abbrev,attested,1-sample,2,Country,name,Netherlands,NL,What are the names of companies that are subsidiaries of Ericsson and are located in the NL?,A;E
cypherbench:570,743ec4f1-da62-4231-8d87-179984362622,cypherbench,fictional_character,abbrev,llm,1-census,2,FictionalUniverse,name,Journey to the West universe,JTTW,"What are the names of characters are students of someone from the JTTW, and how many such characters are there for each student?",B;C
cypherbench:1910,b6425354-9409-44b5-ad76-f821bf1b25b3,cypherbench,politics,alias,llm,1-census,2,,,Theology faculty of the Jagiellonian University,Divinity School of Krakow,What are the names of politicians who have held the position of cardinal priest but did not attend the Divinity School of Krakow?,B;D
cypherbench:1035,c6532a5f-a982-4c5f-9f62-315e0b455b19,cypherbench,company,casing,algorithmic,2-sample,2,Person,name,Roberto Setúbal,roberto setúbal,What are the unique genders of individuals who founded companies that have had roberto setúbal as a board member?,B;E
zograscope:254,2197,zograscope,pole,abbrev,llm,1-census,2,Person,surname,Ford,FoMoCo,Who can provide the phone number for anyone with the surname FoMoCo?,C;D
cypherbench:1722,f1ffb6d4-ed69-426b-bd06-5c0c2ce71d9b,cypherbench,movie,alias,llm,1-census,2,,,German,Deutsch,What are the names of movies that are part of a film series and are not originally in Deutsch?,C;E
mindthequery:966,Complex_Aggregation_test:31,mindthequery,wwc,partial,algorithmic,2-sample,2,Tournament,name,Sweden 1995,Sweden,"For the tournament 'Sweden', what is the average number of goals scored per match, considering only matches where goals were actually scored?",D;E
cypherbench:101,e15b64e4-7dd9-4b3c-ae55-b3ab0ad5f861,cypherbench,nba,alias,llm,1-census,2,Division,name,Atlantic Division,the Atlantic,"Provide the names of all teams in the Atlantic, along with the number of venues they have had as home venues at any time, past or present.",A;B
zograscope:392,1789,zograscope,pole,typo,algorithmic,2-sample,2,Person,surname,Porter,Porte,Who is the senior-most person living with the Porte family?,A;C
cypherbench:1965,358f6910-6c3f-422d-8a9f-2eea8db116f4,cypherbench,politics,abbrev,attested,1-sample,2,Country,name,Cuba,CUB,What are the names of countries that have diplomatic relations with CUB and where the All India Forward Bloc is active?,A;D
cypherbench:955,bb268815-79bc-40ea-92d7-2399df4e5f52,cypherbench,company,abbrev,llm,1-census,2,Company,name,Garmin (United Kingdom),Garmin UK,How many industries does the parent company of Garmin UK operate in?,A;E
zograscope:1041,2643,zograscope,pole,abbrev,llm,1-census,2,Person,surname,Austin,ATX,What is the email count for those who are friends with a person with last name ATX?,B;C
cypherbench:978,a8ed414d-86b8-4f2d-a1ef-2c45df64661c,cypherbench,company,partial,llm,1-census,2,Industry,name,hospitality industry,hospitality,What are the names of companies that operate in the hospitality and are subsidiaries of Raffles Hotels & Resorts?,B;D
mindthequery:875,Complex_Retrieval_test:151,mindthequery,healthcare,alias,llm,1-census,2,Case,reporterOccupation,Physician,doctor,"Find all cases where the patient's age is above 50 and the reporter's occupation is 'doctor'. Also, find the reactions associated with those cases. Return the case IDs and reaction descriptions.",B;E
cypherbench:113,032f1ce7-3acb-4de9-b37d-290c512a5c2f,cypherbench,nba,alias,attested,1-sample,2,Player,name,Robert Rose,Rob Rose,What positions does Rob Rose play?,C;D
cypherbench:784,d8da9215-fcc1-447d-8750-5b27abe69f5b,cypherbench,company,abbrev,attested,1-sample,2,Country,name,United States of America,USA,"Provide the names of all companies based in the USA, along with the number of companies that are their subsidiaries.",C;E
cypherbench:1512,df99b819-2b6f-4f05-b4ea-44f34b040d35,cypherbench,movie,alias,llm,1-census,2,FilmSeries,name,EON James Bond series,Bond films,How many movies are either part of the Bond films or directed by Roger Spottiswoode?,D;E
cypherbench:237,1149e1e6-a5af-4763-8fbc-ca4b18764859,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Oklahoma City Thunder,OKC,"Provide the names of all players drafted by the OKC, along with the number of awards each player has received.",A;B
